source,target,osmid,highway,ref,oneway,reversed,length_m,name,maxspeed,lanes
600000773,600000021,2001176,residential,,False,True,174.9428,,,
600000035,600000893,2001177,residential,,False,False,138.2575,,,
600000893,600000035,2001177,residential,,False,True,138.2575,,,
600000035,600000333,2001178,residential,,False,False,313.6291,,,
600000333,600000035,2001178,residential,,False,True,313.6291,,,
600000035,600000077,2001179,residential,,False,False,343.9839,,,
600000077,600000035,2001179,residential,,False,True,343.9839,,,
600000035,600001179,2001180,residential,,False,False,394.4359,,,
600001179,600000035,2001180,residential,,False,True,394.4359,,,
600000037,600001261,2001181,residential,,False,False,287.5681,,,
600001261,600000037,2001181,residential,,False,True,287.5681,,,
600000037,600000885,2001182,residential,,False,False,366.6311,,,
600000885,600000037,2001182,residential,,False,True,366.6311,,,
600000037,600000629,2001183,residential,,False,False,507.8189,,,
600000629,600000037,2001183,residential,,False,True,507.8189,,,
600000037,600000717,2001184,primary,RR7,True,False,520.6657,Avenue Mohamed Ali,50,2
600000037,600001117,2001185,secondary,MC50,False,False,553.7785,Avenue de Tunis,30,
600001117,600000037,2001185,secondary,MC50,False,True,553.7785,Avenue de Tunis,30,
600000051,600001163,2001186,residential,,False,False,58.0312,,,
600001163,600000051,2001186,residential,,False,True,58.0312,,,
600000051,600000707,2001187,residential,,False,False,205.6873,,,
600000707,600000051,2001187,residential,,False,True,205.6873,,,
600000053,600001117,2001188,tertiary,,False,False,71.3049,,,
600001117,600000053,2001188,tertiary,,False,True,71.3049,,,
600000053,600001101,2001189,residential,,False,False,248.9395,,,
600001101,600000053,2001189,residential,,False,True,248.9395,,,
600000053,600001261,2001190,residential,,False,False,331.6479,,,
600001261,600000053,2001190,residential,,False,True,331.6479,,,
600000053,600000885,2001191,residential,,False,False,527.8979,,,
600000885,600000053,2001191,residential,,False,True,527.8979,,,
600000077,600000565,2001192,residential,,False,False,74.6857,,,
600000565,600000077,2001192,residential,,False,True,74.6857,,,
600000077,600000333,2001193,residential,,False,False,115.3121,,,
600000333,600000077,2001193,residential,,False,True,115.3121,,,
600000077,600000523,2001194,residential,,False,False,383.241,,,
600000523,600000077,2001194,residential,,False,True,383.241,,,
600000173,600000341,2001195,residential,,False,False,57.0711,,,
600000341,600000173,2001195,residential,,False,True,57.0711,,,
600000173,600000733,2001196,secondary,RR8,False,False,182.5116,,30,
600000733,600000173,2001196,secondary,RR8,False,True,182.5116,,30,
600000333,600000565,2001197,residential,,False,False,172.6477,,,
600000565,600000333,2001197,residential,,False,True,172.6477,,,
600000365,600000533,2001198,residential,,False,False,211.9485,,,
600000533,600000365,2001198,residential,,False,True,211.9485,,,
600000365,600000901,2001199,residential,,False,False,290.478,,,
600000901,600000365,2001199,residential,,False,True,290.478,,,
600000365,600000035,2001200,residential,,False,False,408.1252,,,
600000035,600000365,2001200,residential,,False,True,408.1252,,,
600000523,600001179,2001201,residential,,False,False,174.3053,,,
600001179,600000523,2001201,residential,,False,True,174.3053,,,
600000523,600000333,2001202,residential,,False,False,285.8977,,,
600000333,600000523,2001202,residential,,False,True,285.8977,,,
600000533,600000901,2001203,residential,,False,False,309.9138,,,
600000901,600000533,2001203,residential,,False,True,309.9138,,,
600000533,600000565,2001204,residential,,False,False,370.2066,,,
600000565,600000533,2001204,residential,,False,True,370.2066,,,
600000629,600000717,2001205,residential,,False,False,122.3816,,,
600000717,600000629,2001205,residential,,False,True,122.3816,,,
600000629,600003093,2001206,secondary,,False,False,248.4166,,30,
600003093,600000629,2001206,secondary,,False,True,248.4166,,30,
600000629,600001509,2001207,residential,,False,False,322.0133,,,
600001509,600000629,2001207,residential,,False,True,322.0133,,,
600000707,600001669,2001208,residential,,False,False,190.8908,,,
600001669,600000707,2001208,residential,,False,True,190.8908,,,
600000717,600001509,2001209,tertiary,,False,False,438.6231,Avenue de Tunis,,
600001509,600000717,2001209,tertiary,,False,True,438.6231,Avenue de Tunis,,
600000717,600003909,2001210,residential,,False,False,634.2232,,,
600003909,600000717,2001210,residential,,False,True,634.2232,,,
600000733,600000341,2001211,residential,,False,False,182.1657,,,
600000341,600000733,2001211,residential,,False,True,182.1657,,,
600000733,600000957,2001212,unclassified,,False,False,315.3677,,,
600000957,600000733,2001212,unclassified,,False,True,315.3677,,,
600000773,600000957,2001213,residential,,False,False,142.2765,,,
600000957,600000773,2001213,residential,,False,True,142.2765,,,
600000773,600001421,2001214,residential,,False,False,231.9916,,,
600001421,600000773,2001214,residential,,False,True,231.9916,,,
600000773,600000341,2001215,residential,,False,False,295.4457,,,
600000341,600000773,2001215,residential,,False,True,295.4457,,,
600000773,600001565,2001216,residential,,False,False,318.8017,,,
600001565,600000773,2001216,residential,,False,True,318.8017,,,
600000885,600001397,2001217,residential,,False,False,244.6859,,,
600001397,600000885,2001217,residential,,False,True,244.6859,,,
600000885,600001261,2001218,residential,,False,False,300.1387,,,
600001261,600000885,2001218,residential,,False,True,300.1387,,,
600000885,600000901,2001219,residential,,False,False,355.9185,,,
600000901,600000885,2001219,residential,,False,True,355.9185,,,
600000893,600001659,2001220,residential,,False,False,60.5737,,,
600001659,600000893,2001220,residential,,False,True,60.5737,,,
600000893,600001597,2001221,residential,,False,False,124.5391,,,
600001597,600000893,2001221,residential,,False,True,124.5391,,,
600000901,600001621,2001222,residential,,False,False,89.3955,,,
600001621,600000901,2001222,residential,,False,True,89.3955,,,
600000941,600001701,2001223,unclassified,,False,False,78.9661,,,
600001701,600000941,2001223,unclassified,,False,True,78.9661,,,
600000941,600001571,2001224,residential,,False,False,401.4748,,,
600001571,600000941,2001224,residential,,False,True,401.4748,,,
600000941,600001565,2001225,residential,,False,False,414.2053,,,
600001565,600000941,2001225,residential,,False,True,414.2053,,,
600000941,600000773,2001226,residential,,False,False,479.8296,,,
600000773,600000941,2001226,residential,,False,True,479.8296,,,
600000949,600001829,2001227,residential,,False,False,59.1914,,,
600001829,600000949,2001227,residential,,False,True,59.1914,,,
600000949,600003909,2001228,residential,,False,False,192.7267,,,
600003909,600000949,2001228,residential,,False,True,192.7267,,,
600000949,600001293,2001229,residential,,False,False,393.787,,,
600001293,600000949,2001229,residential,,False,True,393.787,,,
600000957,600001421,2001230,residential,,False,False,108.5553,,,
600001421,600000957,2001230,residential,,False,True,108.5553,,,
600001029,600001373,2001231,residential,,False,False,143.1155,,,
600001373,600001029,2001231,residential,,False,True,143.1155,,,
600001029,600001037,2001232,residential,,False,False,158.0275,,,
600001037,600001029,2001232,residential,,False,True,158.0275,,,
600001029,600001685,2001233,residential,,False,False,192.8602,,,
600001685,600001029,2001233,residential,,False,True,192.8602,,,
600001029,600001293,2001234,residential,,False,False,274.5278,,,
600001293,600001029,2001234,residential,,False,True,274.5278,,,
600001029,600003893,2001235,living_street,,False,False,434.9089,,,
600003893,600001029,2001235,living_street,,False,True,434.9089,,,
600001037,600001373,2001236,residential,,False,False,136.5011,,,
600001373,600001037,2001236,residential,,False,True,136.5011,,,
600001037,600001293,2001237,residential,,False,False,247.0967,,,
600001293,600001037,2001237,residential,,False,True,247.0967,,,
600001037,600001685,2001238,residential,,False,False,298.3879,,,
600001685,600001037,2001238,residential,,False,True,298.3879,,,
600001069,600001397,2001239,residential,,False,False,171.6895,,,
600001397,600001069,2001239,residential,,False,True,171.6895,,,
600001069,600000901,2001240,residential,,False,False,385.1633,,,
600000901,600001069,2001240,residential,,False,True,385.1633,,,
600001069,600000885,2001241,unclassified,,False,False,419.352,,,
600000885,600001069,2001241,unclassified,,False,True,419.352,,,
600001069,600001509,2001242,residential,,False,False,473.4009,,,
600001509,600001069,2001242,residential,,False,True,473.4009,,,
600001101,600001693,2001243,residential,,False,False,152.7255,,,
600001693,600001101,2001243,residential,,False,True,152.7255,,,
600001101,600001669,2001244,residential,,False,False,293.3829,,,
600001669,600001101,2001244,residential,,False,True,293.3829,,,
600001101,600001117,2001245,living_street,,False,False,283.1247,,,
600001117,600001101,2001245,living_street,,False,True,283.1247,,,
600001101,600001789,2001246,primary,RR7,True,False,375.7809,Rue Ali Belhouane,50,2
600001117,600001693,2001247,residential,,False,False,198.32,,,
600001693,600001117,2001247,residential,,False,True,198.32,,,
600001117,600001261,2001248,residential,,False,False,267.6245,,,
600001261,600001117,2001248,residential,,False,True,267.6245,,,
600001117,600001861,2001249,residential,,False,False,303.256,,,
600001861,600001117,2001249,residential,,False,True,303.256,,,
600001163,600001789,2001250,residential,,False,False,94.1875,,,
600001789,600001163,2001250,residential,,False,True,94.1875,,,
600001163,600001749,2001251,residential,,False,False,189.0163,,,
600001749,600001163,2001251,residential,,False,True,189.0163,,,
600001179,600001893,2001252,residential,,False,False,34.851,,,
600001893,600001179,2001252,residential,,False,True,34.851,,,
600001261,600001861,2001253,residential,,False,False,150.0277,,,
600001861,600001261,2001253,residential,,False,True,150.0277,,,
600001261,600001885,2001254,living_street,,False,False,170.2555,,,
600001885,600001261,2001254,living_street,,False,True,170.2555,,,
600001293,600001373,2001255,residential,,False,False,135.1501,,,
600001373,600001293,2001255,residential,,False,True,135.1501,,,
600001293,600001941,2001256,secondary,RR8,False,False,364.8053,,30,
600001941,600001293,2001256,secondary,RR8,False,True,364.8053,,30,
600001373,600001685,2001257,residential,,False,False,326.0352,,,
600001685,600001373,2001257,residential,,False,True,326.0352,,,
600001373,600001941,2001258,residential,,False,False,483.0908,,,
600001941,600001373,2001258,residential,,False,True,483.0908,,,
600001397,600000901,2001259,residential,,False,False,314.1263,,,
600000901,600001397,2001259,residential,,False,True,314.1263,,,
600001397,600001885,2001260,residential,,False,False,374.1096,,,
600001885,600001397,2001260,residential,,False,True,374.1096,,,
600001421,600000341,2001261,residential,,False,False,284.8846,,,
600000341,600001421,2001261,residential,,False,True,284.8846,,,
600001509,600001709,2001262,residential,,False,False,127.3544,,,
600001709,600001509,2001262,residential,,False,True,127.3544,,,
600001509,600002029,2001263,residential,,False,False,167.1309,,,
600002029,600001509,2001263,residential,,False,True,167.1309,,,
600001509,600001845,2001264,residential,,False,False,418.7694,,,
600001845,600001509,2001264,residential,,False,True,418.7694,,,
600001549,600001749,2001265,residential,,False,False,93.7772,,,
600001749,600001549,2001265,residential,,False,True,93.7772,,,
600001549,600002275,2001266,residential,,False,False,93.4806,,,
600002275,600001549,2001266,residential,,False,True,93.4806,,,
600001565,600002093,2001267,residential,,False,False,264.1004,,,
600002093,600001565,2001267,residential,,False,True,264.1004,,,
600001565,600001701,2001268,residential,,False,False,330.8722,,,
600001701,600001565,2001268,residential,,False,True,330.8722,,,
600001571,600002125,2001269,primary,,False,False,380.51,Avenue de la Liberté,50,2
600002125,600001571,2001269,primary,,False,True,380.51,Avenue de la Liberté,50,2
600001571,600002301,2001270,residential,,False,False,415.2395,,,
600002301,600001571,2001270,residential,,False,True,415.2395,,,
600001597,600002123,2001271,residential,,False,False,32.5484,,,
600002123,600001597,2001271,residential,,False,True,32.5484,,,
600001597,600001659,2001272,residential,,False,False,82.3163,,,
600001659,600001597,2001272,residential,,False,True,82.3163,,,
600001621,600000533,2001273,living_street,,False,False,273.8425,,,
600000533,600001621,2001273,living_street,,False,True,273.8425,,,
600001621,600000885,2001274,residential,,False,False,388.0238,,,
600000885,600001621,2001274,residential,,False,True,388.0238,,,
600001685,600002421,2001275,residential,,False,False,145.9669,,,
600002421,600001685,2001275,residential,,False,True,145.9669,,,
600001685,600002589,2001276,residential,,False,False,207.9885,,,
600002589,600001685,2001276,residential,,False,True,207.9885,,,
600001693,600002493,2001277,residential,,False,False,225.2725,,,
600002493,600001693,2001277,residential,,False,True,225.2725,,,
600001701,600002093,2001278,residential,,False,False,82.9983,,,
600002093,600001701,2001278,residential,,False,True,82.9983,,,
600001701,600002125,2001279,residential,,False,False,300.9154,,,
600002125,600001701,2001279,residential,,False,True,300.9154,,,
600001701,600000773,2001280,residential,,False,False,416.6662,,,
600000773,600001701,2001280,residential,,False,True,416.6662,,,
600001709,600002029,2001281,residential,,False,False,267.0271,,,
600002029,600001709,2001281,residential,,False,True,267.0271,,,
600001709,600000885,2001282,residential,,False,False,391.3066,,,
600000885,600001709,2001282,residential,,False,True,391.3066,,,
600001709,600001397,2001283,tertiary,,False,False,404.3154,,,
600001397,600001709,2001283,tertiary,,False,True,404.3154,,,
600001709,600001885,2001284,residential,,False,False,432.5736,,,
600001885,600001709,2001284,residential,,False,True,432.5736,,,
600001725,600002253,2001285,residential,,False,False,30.9156,,,
600002253,600001725,2001285,residential,,False,True,30.9156,,,
600001725,600002245,2001286,residential,,False,False,206.5288,,,
600002245,600001725,2001286,residential,,False,True,206.5288,,,
600001725,600002749,2001287,residential,,False,False,263.983,,,
600002749,600001725,2001287,residential,,False,True,263.983,,,
600001749,600002275,2001288,tertiary,,False,False,12.8947,,,
600002275,600001749,2001288,tertiary,,False,True,12.8947,,,
600001749,600002795,2001289,residential,,False,False,166.8564,,,
600002795,600001749,2001289,residential,,False,True,166.8564,,,
600001749,600001659,2001290,primary,MC51,False,False,250.3877,,50,2
600001659,600001749,2001290,primary,MC51,False,True,250.3877,,50,2
600001789,600002795,2001291,secondary,GP8,False,False,206.6057,Avenue Hédi Chaker,30,
600002795,600001789,2001291,secondary,GP8,False,True,206.6057,Avenue Hédi Chaker,30,
600001829,600001941,2001292,residential,,False,False,100.3148,,,
600001941,600001829,2001292,residential,,False,True,100.3148,,,
600001845,600002029,2001293,residential,,False,False,333.5952,,,
600002029,600001845,2001293,residential,,False,True,333.5952,,,
600001845,600001709,2001294,residential,,False,False,460.825,,,
600001709,600001845,2001294,residential,,False,True,460.825,,,
600001861,600002493,2001295,residential,,False,False,246.0947,,,
600002493,600001861,2001295,residential,,False,True,246.0947,,,
600001861,600002861,2001296,tertiary,,False,False,258.9567,Avenue du 7 Novembre,,
600002861,600001861,2001296,tertiary,,False,True,258.9567,Avenue du 7 Novembre,,
600001885,600002861,2001297,residential,,False,False,200.4657,,,
600002861,600001885,2001297,residential,,False,True,200.4657,,,
600001885,600002637,2001298,residential,,False,False,298.0002,,,
600002637,600001885,2001298,residential,,False,True,298.0002,,,
600001885,600001861,2001299,tertiary,,False,False,322.3887,Rue de la République,,
600001861,600001885,2001299,tertiary,,False,True,322.3887,Rue de la République,,
600001893,600002123,2001300,residential,,False,False,209.4947,,,
600002123,600001893,2001300,residential,,False,True,209.4947,,,
600001893,600001597,2001301,residential,,False,False,216.5035,,,
600001597,600001893,2001301,residential,,False,True,216.5035,,,
600001941,600003013,2001302,tertiary,,False,False,134.0056,Avenue du 7 Novembre,,
600003013,600001941,2001302,tertiary,,False,True,134.0056,Avenue du 7 Novembre,,
600001941,600002429,2001303,tertiary,,False,False,393.6582,,,
600002429,600001941,2001303,tertiary,,False,True,393.6582,,,
600001941,600002029,2001304,residential,,False,False,447.058,,,
600002029,600001941,2001304,residential,,False,True,447.058,,,
600002029,600003029,2001305,residential,,False,False,115.4811,,,
600003029,600002029,2001305,residential,,False,True,115.4811,,,
600002093,600002789,2001306,residential,,False,False,134.4081,,,
600002789,600002093,2001306,residential,,False,True,134.4081,,,
600002093,600002125,2001307,residential,,False,False,320.5863,,,
600002125,600002093,2001307,residential,,False,True,320.5863,,,
600002093,600002869,2001308,residential,,False,False,519.483,,,
600002869,600002093,2001308,residential,,False,True,519.483,,,
600002123,600001659,2001309,primary,,False,False,79.7022,Rue Mongi Slim,50,2
600001659,600002123,2001309,primary,,False,True,79.7022,Rue Mongi Slim,50,2
600002123,600001549,2001310,residential,,False,False,204.3764,,,
600001549,600002123,2001310,residential,,False,True,204.3764,,,
600002125,600003053,2001311,residential,,False,False,322.3528,,,
600003053,600002125,2001311,residential,,False,True,322.3528,,,
600002245,600002421,2001312,residential,,False,False,175.4885,,,
600002421,600002245,2001312,residential,,False,True,175.4885,,,
600002245,600002253,2001313,residential,,False,False,184.3935,,,
600002253,600002245,2001313,residential,,False,True,184.3935,,,
600002253,600002421,2001314,residential,,False,False,277.7899,,,
600002421,600002253,2001314,residential,,False,True,277.7899,,,
600002253,600002749,2001315,residential,,False,False,274.9119,,,
600002749,600002253,2001315,residential,,False,True,274.9119,,,
600002253,600002869,2001316,tertiary,,False,False,293.6008,,,
600002869,600002253,2001316,tertiary,,False,True,293.6008,,,
600002261,600002827,2001317,residential,,False,False,70.6501,,,
600002827,600002261,2001317,residential,,False,True,70.6501,,,
600002261,600003397,2001318,residential,,False,False,232.1101,,,
600003397,600002261,2001318,residential,,False,True,232.1101,,,
600002261,600002501,2001319,residential,,False,False,286.8251,,,
600002501,600002261,2001319,residential,,False,True,286.8251,,,
600002261,600001597,2001320,residential,,False,False,283.3961,,,
600001597,600002261,2001320,residential,,False,True,283.3961,,,
600002275,600002795,2001321,residential,,False,False,153.6266,,,
600002795,600002275,2001321,residential,,False,True,153.6266,,,
600002275,600001659,2001322,residential,,False,False,262.463,,,
600001659,600002275,2001322,residential,,False,True,262.463,,,
600002275,600001789,2001323,residential,,False,False,272.015,,,
600001789,600002275,2001323,residential,,False,True,272.015,,,
600002301,600003083,2001324,primary,MC51,True,False,644.1905,,50,2
600002301,600002125,2001325,residential,,False,False,808.6714,,,
600002125,600002301,2001325,residential,,False,True,808.6714,,,
600002301,600001893,2001326,residential,,False,False,834.2451,,,
600001893,600002301,2001326,residential,,False,True,834.2451,,,
600002333,600003397,2001327,residential,,False,False,119.972,,,
600003397,600002333,2001327,residential,,False,True,119.972,,,
600002333,600002501,2001328,residential,,False,False,244.0251,,,
600002501,600002333,2001328,residential,,False,True,244.0251,,,
600002421,600001725,2001329,primary,,False,False,300.6004,,50,2
600001725,600002421,2001329,primary,,False,True,300.6004,,50,2
600002429,600003333,2001330,residential,,False,False,313.9985,,,
600003333,600002429,2001330,residential,,False,True,313.9985,,,
600002429,600002445,2001331,tertiary,,False,False,384.2991,,,
600002445,600002429,2001331,tertiary,,False,True,384.2991,,,
600002429,600003125,2001332,residential,,False,False,396.1409,,,
600003125,600002429,2001332,residential,,False,True,396.1409,,,
600002429,600002589,2001333,residential,,False,False,397.7477,,,
600002589,600002429,2001333,residential,,False,True,397.7477,,,
600002445,600002989,2001334,tertiary,,False,False,124.6632,,,
600002989,600002445,2001334,tertiary,,False,True,124.6632,,,
600002445,600003333,2001335,secondary,,False,False,296.9334,Avenue de Carthage,30,
600003333,600002445,2001335,secondary,,False,True,296.9334,Avenue de Carthage,30,
600002445,600002557,2001336,residential,,False,False,480.6673,,,
600002557,600002445,2001336,residential,,False,True,480.6673,,,
600002445,600003109,2001337,residential,,False,False,533.96,,,
600003109,600002445,2001337,residential,,False,True,533.96,,,
600002493,600001885,2001338,residential,,False,False,478.4622,,,
600001885,600002493,2001338,residential,,False,True,478.4622,,,
600002493,600003437,2001339,residential,,False,False,489.1671,,,
600003437,600002493,2001339,residential,,False,True,489.1671,,,
600002501,600003397,2001340,residential,,False,False,157.0287,,,
600003397,600002501,2001340,residential,,False,True,157.0287,,,
600002501,600002827,2001341,residential,,False,False,270.9693,,,
600002827,600002501,2001341,residential,,False,True,270.9693,,,
600002557,600002589,2001342,residential,,False,False,224.586,,,
600002589,600002557,2001342,residential,,False,True,224.586,,,
600002557,600001685,2001343,tertiary,,False,False,319.9764,,,
600001685,600002557,2001343,tertiary,,False,True,319.9764,,,
600002557,600002421,2001344,residential,,False,False,347.2893,,,
600002421,600002557,2001344,residential,,False,True,347.2893,,,
600002557,600002869,2001345,residential,,False,False,391.2235,,,
600002869,600002557,2001345,residential,,False,True,391.2235,,,
600002589,600002421,2001346,residential,,False,False,332.1605,,,
600002421,600002589,2001346,residential,,False,True,332.1605,,,
600002637,600003437,2001347,residential,,False,False,215.2355,,,
600003437,600002637,2001347,residential,,False,True,215.2355,,,
600002637,600003109,2001348,residential,,False,False,349.5269,,,
600003109,600002637,2001348,residential,,False,True,349.5269,,,
600002637,600003861,2001349,residential,,False,False,384.3398,,,
600003861,600002637,2001349,residential,,False,True,384.3398,,,
600002637,600001693,2001350,residential,,False,False,445.604,,,
600001693,600002637,2001350,residential,,False,True,445.604,,,
600002749,600002869,2001351,unclassified,,False,False,46.4953,,,
600002869,600002749,2001351,unclassified,,False,True,46.4953,,,
600002749,600003685,2001352,primary,MC50,False,False,179.9488,,50,2
600003685,600002749,2001352,primary,MC50,False,True,179.9488,,50,2
600002749,600002557,2001353,residential,,False,False,431.109,,,
600002557,600002749,2001353,residential,,False,True,431.109,,,
600002789,600001701,2001354,unclassified,,False,False,88.472,,,
600001701,600002789,2001354,unclassified,,False,True,88.472,,,
600002789,600002125,2001355,residential,,False,False,376.1255,,,
600002125,600002789,2001355,residential,,False,True,376.1255,,,
600002789,600003685,2001356,residential,,False,False,437.753,,,
600003685,600002789,2001356,residential,,False,True,437.753,,,
600002789,600002869,2001357,residential,,False,False,594.6196,,,
600002869,600002789,2001357,residential,,False,True,594.6196,,,
600002795,600003643,2001358,residential,,False,False,114.0492,,,
600003643,600002795,2001358,residential,,False,True,114.0492,,,
600002827,600003405,2001359,secondary,MC50,False,False,36.0533,Rue Hedi Nouira,30,
600003405,600002827,2001359,secondary,MC50,False,True,36.0533,Rue Hedi Nouira,30,
600002827,600003397,2001360,residential,,False,False,172.1464,,,
600003397,600002827,2001360,residential,,False,True,172.1464,,,
600002827,600003053,2001361,primary,,False,False,244.5957,,50,2
600003053,600002827,2001361,primary,,False,True,244.5957,,50,2
600002861,600003253,2001362,residential,,False,False,286.0986,,,
600003253,600002861,2001362,residential,,False,True,286.0986,,,
600002869,600004101,2001363,secondary,,False,False,62.2369,,30,
600004101,600002869,2001363,secondary,,False,True,62.2369,,30,
600002869,600003685,2001364,residential,,False,False,162.7022,,,
600003685,600002869,2001364,residential,,False,True,162.7022,,,
600002989,600003333,2001365,residential,,False,False,332.9165,,,
600003333,600002989,2001365,residential,,False,True,332.9165,,,
600003013,600003757,2001366,residential,,False,False,122.7782,,,
600003757,600003013,2001366,residential,,False,True,122.7782,,,
600003013,600004029,2001367,residential,,False,False,177.9816,,,
600004029,600003013,2001367,residential,,False,True,177.9816,,,
600003013,600003125,2001368,residential,,False,False,206.3759,,,
600003125,600003013,2001368,residential,,False,True,206.3759,,,
600003013,600004125,2001369,residential,,False,False,344.2534,,,
600004125,600003013,2001369,residential,,False,True,344.2534,,,
600003029,600003669,2001370,residential,,False,False,111.785,,,
600003669,600003029,2001370,residential,,False,True,111.785,,,
600003029,600003469,2001371,residential,,False,False,143.0032,,,
600003469,600003029,2001371,residential,,False,True,143.0032,,,
600003029,600003453,2001372,residential,,False,False,170.4212,,,
600003453,600003029,2001372,residential,,False,True,170.4212,,,
600003029,600003253,2001373,residential,,False,False,265.4544,,,
600003253,600003029,2001373,residential,,False,True,265.4544,,,
600003053,600003405,2001374,residential,,False,False,225.5052,,,
600003405,600003053,2001374,residential,,False,True,225.5052,,,
600003053,600002333,2001375,primary,RR7,False,False,267.7061,,50,2
600002333,600003053,2001375,primary,RR7,False,True,267.7061,,50,2
600003083,600003845,2001376,residential,,False,False,31.0784,,,
600003845,600003083,2001376,residential,,False,True,31.0784,,,
600003083,600001893,2001377,residential,,False,False,211.0031,,,
600001893,600003083,2001377,residential,,False,True,211.0031,,,
600003083,600004005,2001378,residential,,False,False,303.3776,,,
600004005,600003083,2001378,residential,,False,True,303.3776,,,
600003109,600003933,2001379,unclassified,,False,False,271.367,,,
600003933,600003109,2001379,unclassified,,False,True,271.367,,,
600003109,600003333,2001380,residential,,False,False,306.3472,,,
600003333,600003109,2001380,residential,,False,True,306.3472,,,
600003109,600003437,2001381,residential,,False,False,383.0372,,,
600003437,600003109,2001381,residential,,False,True,383.0372,,,
600003109,600004085,2001382,residential,,False,False,401.4207,,,
600004085,600003109,2001382,residential,,False,True,401.4207,,,
600003125,600003757,2001383,residential,,False,False,92.7842,,,
600003757,600003125,2001383,residential,,False,True,92.7842,,,
600003125,600004029,2001384,residential,,False,False,226.8692,,,
600004029,600003125,2001384,residential,,False,True,226.8692,,,
600003125,600004125,2001385,residential,,False,False,284.9896,,,
600004125,600003125,2001385,residential,,False,True,284.9896,,,
600003125,600003453,2001386,residential,,False,False,280.2854,,,
600003453,600003125,2001386,residential,,False,True,280.2854,,,
600003253,600003669,2001387,primary,GP7,False,False,160.3518,,50,2
600003669,600003253,2001387,primary,GP7,False,True,160.3518,,50,2
600003253,600003453,2001388,residential,,False,False,236.0586,,,
600003453,600003253,2001388,residential,,False,True,236.0586,,,
600003253,600003997,2001389,residential,,False,False,312.9264,,,
600003997,600003253,2001389,residential,,False,True,312.9264,,,
600003275,600003301,2001390,residential,,False,False,77.2345,,,
600003301,600003275,2001390,residential,,False,True,77.2345,,,
600003275,600004139,2001391,residential,,False,False,222.9431,,,
600004139,600003275,2001391,residential,,False,True,222.9431,,,
600003275,600002795,2001392,residential,,False,False,279.5712,,,
600002795,600003275,2001392,residential,,False,True,279.5712,,,
600003275,600003643,2001393,residential,,False,False,360.0868,,,
600003643,600003275,2001393,residential,,False,True,360.0868,,,
600003275,600000043,2001394,residential,,False,False,404.9809,,,
600000043,600003275,2001394,residential,,False,True,404.9809,,,
600003301,600004139,2001395,residential,,False,False,144.3894,,,
600004139,600003301,2001395,residential,,False,True,144.3894,,,
600003301,600002795,2001396,residential,,False,False,197.5623,,,
600002795,600003301,2001396,residential,,False,True,197.5623,,,
600003301,600003643,2001397,residential,,False,False,278.6769,,,
600003643,600003301,2001397,residential,,False,True,278.6769,,,
600003301,600002275,2001398,residential,,False,False,337.0807,,,
600002275,600003301,2001398,residential,,False,True,337.0807,,,
600003333,600004085,2001399,tertiary,,False,False,176.6522,Boulevard du 20 Mars,,
600004085,600003333,2001399,tertiary,,False,True,176.6522,Boulevard du 20 Mars,,
600003333,600003933,2001400,residential,,False,False,302.2268,,,
600003933,600003333,2001400,residential,,False,True,302.2268,,,
600003405,600002261,2001401,residential,,False,False,66.4818,,,
600002261,600003405,2001401,residential,,False,True,66.4818,,,
600003405,600003397,2001402,secondary,,False,False,203.5602,,30,
600003397,600003405,2001402,secondary,,False,True,203.5602,,30,
600003437,600004213,2001403,residential,,False,False,64.2724,,,
600004213,600003437,2001403,residential,,False,True,64.2724,,,
600003437,600002861,2001404,residential,,False,False,291.2791,,,
600002861,600003437,2001404,residential,,False,True,291.2791,,,
600003437,600003861,2001405,residential,,False,False,378.9696,,,
600003861,600003437,2001405,residential,,False,True,378.9696,,,
600003453,600003669,2001406,residential,,False,False,159.5694,,,
600003669,600003453,2001406,residential,,False,True,159.5694,,,
600003453,600003469,2001407,residential,,False,False,155.6471,,,
600003469,600003453,2001407,residential,,False,True,155.6471,,,
600003469,600004029,2001408,secondary,RR7,False,False,183.1491,شارع الحبيب بورقيبة,30,
600004029,600003469,2001408,secondary,RR7,False,True,183.1491,شارع الحبيب بورقيبة,30,
600003469,600003669,2001409,residential,,False,False,219.3222,,,
600003669,600003469,2001409,residential,,False,True,219.3222,,,
600003469,600003125,2001410,residential,,False,False,282.2991,,,
600003125,600003469,2001410,residential,,False,True,282.2991,,,
600003643,600004139,2001411,residential,,False,False,139.4048,,,
600004139,600003643,2001411,residential,,False,True,139.4048,,,
600003685,600004101,2001412,residential,,False,False,195.6352,,,
600004101,600003685,2001412,residential,,False,True,195.6352,,,
600003757,600004029,2001413,residential,,False,False,181.5431,,,
600004029,600003757,2001413,residential,,False,True,181.5431,,,
600003845,600000203,2001414,residential,,False,False,290.2963,,,
600000203,600003845,2001414,residential,,False,True,290.2963,,,
600003845,600004005,2001415,residential,,False,False,308.9682,,,
600004005,600003845,2001415,residential,,False,True,308.9682,,,
600003861,600003869,2001416,residential,,False,False,212.4139,,,
600003869,600003861,2001416,residential,,False,True,212.4139,,,
600003861,600004213,2001417,tertiary,,False,False,314.7385,,,
600004213,600003861,2001417,tertiary,,False,True,314.7385,,,
600003869,600004213,2001418,primary,GP8,True,False,501.9766,,50,2
